creado,texto_es,texto_en,polaridad,valor_polaridad,ubicacion_usuario,terminos_2, terminos_3
2019-08-19 03:09:36,se nota que no tienes presupuesto veci 🤦🏻‍♂️ 100dias de mentiras y de no hacer nada ahh y mañana convocas a marcha por jajaja te pasas vecino,it shows that you have no budget for 100 days of lies and doing nothing ahh and tomorrow you summon up for hahaha you go neighbor,positivo,0.2,,se_nota nota_que que_no no_tienes tienes_presupuesto presupuesto_veci veci_100dias 100dias_de de_mentiras mentiras_y y_de de_no no_hacer hacer_nada nada_ahh ahh_y y_maana maana_convocas convocas_a a_marcha marcha_por por_jajaja jajaja_te te_pasas pasas_vecino,se_nota_que nota_que_no que_no_tienes no_tienes_presupuesto tienes_presupuesto_veci presupuesto_veci_100dias veci_100dias_de 100dias_de_mentiras de_mentiras_y mentiras_y_de y_de_no de_no_hacer no_hacer_nada hacer_nada_ahh nada_ahh_y ahh_y_maana y_maana_convocas maana_convocas_a convocas_a_marcha a_marcha_por marcha_por_jajaja por_jajaja_te jajaja_te_pasas te_pasas_vecino
2019-08-19 03:02:37,felicitamos los logros alcanzados creemos qué hay mucho todavía por hacer. señor alcalde que opina sobre esta propuesta del señor prefecto para transparentar la designacion de brokerdeseguros para las empresas públicas ???,We congratulate the achievements achieved we believe that there is still a lot to be done by the mayor who gives his opinion on this proposal by the Prefect to make transparent the designation of insurance brokers for public companies,neutral,0.0,,felicitamos_los los_logros logros_alcanzados alcanzados_creemos creemos_qu qu_hay hay_mucho mucho_todava todava_por por_hacer hacer_seor seor_alcalde alcalde_que que_opina opina_sobre sobre_esta esta_propuesta propuesta_del del_seor seor_prefecto prefecto_para para_transparentar transparentar_la la_designacion designacion_de de_brokerdeseguros brokerdeseguros_para para_las las_empresas empresas_pblicas,felicitamos_los_logros los_logros_alcanzados logros_alcanzados_creemos alcanzados_creemos_qu creemos_qu_hay qu_hay_mucho hay_mucho_todava mucho_todava_por todava_por_hacer por_hacer_seor hacer_seor_alcalde seor_alcalde_que alcalde_que_opina que_opina_sobre opina_sobre_esta sobre_esta_propuesta esta_propuesta_del propuesta_del_seor del_seor_prefecto seor_prefecto_para prefecto_para_transparentar para_transparentar_la transparentar_la_designacion la_designacion_de designacion_de_brokerdeseguros de_brokerdeseguros_para brokerdeseguros_para_las para_las_empresas las_empresas_pblicas
2019-08-19 03:01:14,100 dias de trabajo arduo y transparente cuencaunida 96sobre100,100 days of hard and transparent work in Cuenca 96 over 100,negativo,-0.2916666666666667,Azuay Ecuador,100_dias dias_de de_trabajo trabajo_arduo arduo_y y_transparente transparente_cuencaunida cuencaunida_96sobre100,100_dias_de dias_de_trabajo de_trabajo_arduo trabajo_arduo_y arduo_y_transparente y_transparente_cuencaunida transparente_cuencaunida_96sobre100
2019-08-19 02:48:39,quinta chica agradece al ing. pedeo palacios por tomar en cuenta al barrio mas grande de en sus planes. comensamos bien con la seguridad una camara mas de video vigilancia. gracias,fifth girl thanks ing pedro palaces for taking into account the largest neighborhood in their plans we eat well with security one more video surveillance camera thanks,positivo,0.3,Quinta Chica,quinta_chica chica_agradece agradece_al al_ing ing_pedeo pedeo_palacios palacios_por por_tomar tomar_en en_cuenta cuenta_al al_barrio barrio_mas mas_grande grande_de de_en en_sus sus_planes planes_comensamos comensamos_bien bien_con con_la la_seguridad seguridad_una una_camara camara_mas mas_de de_video video_vigilancia vigilancia_gracias,quinta_chica_agradece chica_agradece_al agradece_al_ing al_ing_pedeo ing_pedeo_palacios pedeo_palacios_por palacios_por_tomar por_tomar_en tomar_en_cuenta en_cuenta_al cuenta_al_barrio al_barrio_mas barrio_mas_grande mas_grande_de grande_de_en de_en_sus en_sus_planes sus_planes_comensamos planes_comensamos_bien comensamos_bien_con bien_con_la con_la_seguridad la_seguridad_una seguridad_una_camara una_camara_mas camara_mas_de mas_de_video de_video_vigilancia video_vigilancia_gracias
2019-08-19 02:06:55,y la eliminacion de la tasa solidaria para cuando???,and the elimination of the solidarity rate for when,neutral,0.0,,y_la la_eliminacion eliminacion_de de_la la_tasa tasa_solidaria solidaria_para para_cuando,y_la_eliminacion la_eliminacion_de eliminacion_de_la de_la_tasa la_tasa_solidaria tasa_solidaria_para solidaria_para_cuando
2019-08-19 02:02:16,muy buena la iniciativa del sr. prefecto abrir una convocatoria pública demostrando transparencia en su gestión aunque ya existen personas ocupando puestos públicos en la prefectura por el simple hecho de tener relaciones personales con las amistades del doctor yacu.,Mr Prefects initiative is very good to open a public call demonstrating transparency in his management although there are already people occupying public positions in the prefecture for the simple fact of having personal relationships with the friends of Dr Yacu,positivo,0.15166666666666664,Azuay Ecuador,muy_buena buena_la la_iniciativa iniciativa_del del_sr sr_prefecto prefecto_abrir abrir_una una_convocatoria convocatoria_pblica pblica_demostrando demostrando_transparencia transparencia_en en_su su_gestin gestin_aunque aunque_ya ya_existen existen_personas personas_ocupando ocupando_puestos puestos_pblicos pblicos_en en_la la_prefectura prefectura_por por_el el_simple simple_hecho hecho_de de_tener tener_relaciones relaciones_personales personales_con con_las las_amistades amistades_del del_doctor doctor_yacu,muy_buena_la buena_la_iniciativa la_iniciativa_del iniciativa_del_sr del_sr_prefecto sr_prefecto_abrir prefecto_abrir_una abrir_una_convocatoria una_convocatoria_pblica convocatoria_pblica_demostrando pblica_demostrando_transparencia demostrando_transparencia_en transparencia_en_su en_su_gestin su_gestin_aunque gestin_aunque_ya aunque_ya_existen ya_existen_personas existen_personas_ocupando personas_ocupando_puestos ocupando_puestos_pblicos puestos_pblicos_en pblicos_en_la en_la_prefectura la_prefectura_por prefectura_por_el por_el_simple el_simple_hecho simple_hecho_de hecho_de_tener de_tener_relaciones tener_relaciones_personales relaciones_personales_con personales_con_las con_las_amistades las_amistades_del amistades_del_doctor del_doctor_yacu
2019-08-22 14:11:26,jajajaja tan pendejo nos crees. paul granda si como fuiste el peor destructor de la ciudad .. hasta ahora las consecuencias.,hahahaha so asshole you believe us paul granda if as you were the worst destroyer in the city so far the consequences,negativo,-0.23333333333333336,,jajajaja_tan tan_pendejo pendejo_nos nos_crees crees_paul paul_granda granda_si si_como como_fuiste fuiste_el el_peor peor_destructor destructor_de de_la la_ciudad ciudad_hasta hasta_ahora ahora_las las_consecuencias,jajajaja_tan_pendejo tan_pendejo_nos pendejo_nos_crees nos_crees_paul crees_paul_granda paul_granda_si granda_si_como si_como_fuiste como_fuiste_el fuiste_el_peor el_peor_destructor peor_destructor_de destructor_de_la de_la_ciudad la_ciudad_hasta ciudad_hasta_ahora hasta_ahora_las ahora_las_consecuencias
2019-08-22 13:24:16,lo que el cajas ofrece: 285 km2. de paisajes aventuras. el alcalde de cuenca tiene q impulsar y apoyar todos los proyectos turísticos es mejor y más atractivo y rentable que la minería metálica. peter palace allí tienes que dejar tu legado.,What the boxes offer 285 km2 of adventure landscapes the mayor of Cuenca has to promote and support all tourism projects is better and more attractive and profitable than the metal mining Peter Palace all you have to leave your legacy,positivo,0.6,,lo_que que_el el_cajas cajas_ofrece ofrece_285 285_km2 km2_de de_paisajes paisajes_aventuras aventuras_el el_alcalde alcalde_de de_cuenca cuenca_tiene tiene_q q_impulsar impulsar_y y_apoyar apoyar_todos todos_los los_proyectos proyectos_tursticos tursticos_es es_mejor mejor_y y_ms ms_atractivo atractivo_y y_rentable rentable_que que_la la_minera minera_metlica metlica_peter peter_palace palace_all all_tienes tienes_que que_dejar dejar_tu tu_legado,lo_que_el que_el_cajas el_cajas_ofrece cajas_ofrece_285 ofrece_285_km2 285_km2_de km2_de_paisajes de_paisajes_aventuras paisajes_aventuras_el aventuras_el_alcalde el_alcalde_de alcalde_de_cuenca de_cuenca_tiene cuenca_tiene_q tiene_q_impulsar q_impulsar_y impulsar_y_apoyar y_apoyar_todos apoyar_todos_los todos_los_proyectos los_proyectos_tursticos proyectos_tursticos_es tursticos_es_mejor es_mejor_y mejor_y_ms y_ms_atractivo ms_atractivo_y atractivo_y_rentable y_rentable_que rentable_que_la que_la_minera la_minera_metlica minera_metlica_peter metlica_peter_palace peter_palace_all palace_all_tienes all_tienes_que tienes_que_dejar que_dejar_tu dejar_tu_legado
2019-08-22 13:03:14,denuncia así esta despues de las 7pm no hay guardias ciudadanos a pesar que el alcalde afirmo que estan trabajando 24x7 peor policía solo vendedores ambulantes llenan las calles durante todo el dia con carros cada vez mas grandes.,So after 7pm there are no citizen guards despite the fact that the mayor said they are working 24x7 worse police only street vendors fill the streets throughout the day with increasingly large cars,negativo,-0.061904761904761914,CuencaEcuador,denuncia_as as_esta esta_despues despues_de de_las las_7pm 7pm_no no_hay hay_guardias guardias_ciudadanos ciudadanos_a a_pesar pesar_que que_el el_alcalde alcalde_afirmo afirmo_que que_estan estan_trabajando trabajando_24x7 24x7_peor peor_polica polica_solo solo_vendedores vendedores_ambulantes ambulantes_llenan llenan_las las_calles calles_durante durante_todo todo_el el_dia dia_con con_carros carros_cada cada_vez vez_mas mas_grandes,denuncia_as_esta as_esta_despues esta_despues_de despues_de_las de_las_7pm las_7pm_no 7pm_no_hay no_hay_guardias hay_guardias_ciudadanos guardias_ciudadanos_a ciudadanos_a_pesar a_pesar_que pesar_que_el que_el_alcalde el_alcalde_afirmo alcalde_afirmo_que afirmo_que_estan que_estan_trabajando estan_trabajando_24x7 trabajando_24x7_peor 24x7_peor_polica peor_polica_solo polica_solo_vendedores solo_vendedores_ambulantes vendedores_ambulantes_llenan ambulantes_llenan_las llenan_las_calles las_calles_durante calles_durante_todo durante_todo_el todo_el_dia el_dia_con dia_con_carros con_carros_cada carros_cada_vez cada_vez_mas vez_mas_grandes
2019-08-22 12:54:37,el ing. dir. "el señor alcalde desde el inicio de su gestión no ha parado ha caminado día a día en parroquias y barrios conociendo sus necesidades. trabajamos en reactivar las casas comunales directivas barriales". ciudadnoticias,Mr Ing Mayor since the beginning of his administration has not stopped he has walked every day in parishes and neighborhoods Knowing his needs we work to reactivate the communal houses,neutral,0.0,Cuenca Ecuador,el_ing ing_dir dir_el el_seor seor_alcalde alcalde_desde desde_el el_inicio inicio_de de_su su_gestin gestin_no no_ha ha_parado parado_ha ha_caminado caminado_da da_a a_da da_en en_parroquias parroquias_y y_barrios barrios_conociendo conociendo_sus sus_necesidades necesidades_trabajamos trabajamos_en en_reactivar reactivar_las las_casas casas_comunales comunales_directivas directivas_barriales barriales_ciudadnoticias,el_ing_dir ing_dir_el dir_el_seor el_seor_alcalde seor_alcalde_desde alcalde_desde_el desde_el_inicio el_inicio_de inicio_de_su de_su_gestin su_gestin_no gestin_no_ha no_ha_parado ha_parado_ha parado_ha_caminado ha_caminado_da caminado_da_a da_a_da a_da_en da_en_parroquias en_parroquias_y parroquias_y_barrios y_barrios_conociendo barrios_conociendo_sus conociendo_sus_necesidades sus_necesidades_trabajamos necesidades_trabajamos_en trabajamos_en_reactivar en_reactivar_las reactivar_las_casas las_casas_comunales casas_comunales_directivas comunales_directivas_barriales directivas_barriales_ciudadnoticias
2019-08-22 12:44:29,rueda de prensa| pronunciamiento dem defensor del pueblo dr. freddy carrión intriago sobre incumplimiento de la sentencia de paridad de género por parte del alcalde de cuenca.,press conference pronouncement of the ombudsman dr freddy carrin intriago on breach of the sentence of gender parity by the mayor of Cuenca,neutral,0.0,Ecuador,rueda_de de_prensa prensa_pronunciamiento pronunciamiento_dem dem_defensor defensor_del del_pueblo pueblo_dr dr_freddy freddy_carrin carrin_intriago intriago_sobre sobre_incumplimiento incumplimiento_de de_la la_sentencia sentencia_de de_paridad paridad_de de_gnero gnero_por por_parte parte_del del_alcalde alcalde_de de_cuenca,rueda_de_prensa de_prensa_pronunciamiento prensa_pronunciamiento_dem pronunciamiento_dem_defensor dem_defensor_del defensor_del_pueblo del_pueblo_dr pueblo_dr_freddy dr_freddy_carrin freddy_carrin_intriago carrin_intriago_sobre intriago_sobre_incumplimiento sobre_incumplimiento_de incumplimiento_de_la de_la_sentencia la_sentencia_de sentencia_de_paridad de_paridad_de paridad_de_gnero de_gnero_por gnero_por_parte por_parte_del parte_del_alcalde del_alcalde_de alcalde_de_cuenca
2019-08-22 12:39:23,"queremos eficiencia en los modelos de gestión como por ejemplo determinar el número del personal. buscamos un sinceramiento de cifras" palabras del . 100díasporantenauno síguelo envivo 🎙️👉,We want efficiency in the management models such as determining the number of the staff we are looking for a sincere number of words from the 100yearold following,positivo,0.16666666666666666,Cuenca Ecuador,queremos_eficiencia eficiencia_en en_los los_modelos modelos_de de_gestin gestin_como como_por por_ejemplo ejemplo_determinar determinar_el el_nmero nmero_del del_personal personal_buscamos buscamos_un un_sinceramiento sinceramiento_de de_cifras cifras_palabras palabras_del del_100dasporantenauno 100dasporantenauno_sguelo sguelo_envivo,queremos_eficiencia_en eficiencia_en_los en_los_modelos los_modelos_de modelos_de_gestin de_gestin_como gestin_como_por como_por_ejemplo por_ejemplo_determinar ejemplo_determinar_el determinar_el_nmero el_nmero_del nmero_del_personal del_personal_buscamos personal_buscamos_un buscamos_un_sinceramiento un_sinceramiento_de sinceramiento_de_cifras de_cifras_palabras cifras_palabras_del palabras_del_100dasporantenauno del_100dasporantenauno_sguelo 100dasporantenauno_sguelo_envivo
2019-08-22 12:37:26,compartimos este diálogo con el sr. analizamos los primeros 100 días de gestión 100díasporantenauno,we share this dialogue with mr we analyze the first 100 days of management 100dasporantenauno,positivo,0.25,CuencaEcuador ,compartimos_este este_dilogo dilogo_con con_el el_sr sr_analizamos analizamos_los los_primeros primeros_100 100_das das_de de_gestin gestin_100dasporantenauno,compartimos_este_dilogo este_dilogo_con dilogo_con_el con_el_sr el_sr_analizamos sr_analizamos_los analizamos_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_gestin de_gestin_100dasporantenauno
2019-08-22 12:27:02,alaire en el noticiario antena uno🎙dialogamos con el alcalde de la ciudad de cuenca el ing. pedro palacios. tema: 100 días de su administración. síguelo vía periscope,alaire in the antenna news we unite with the mayor of the city of Cuenca el ing pedro palaces theme 100 days of his administration sguelo goes periscope,neutral,0.0,Cuenca Ecuador,alaire_en en_el el_noticiario noticiario_antena antena_unodialogamos unodialogamos_con con_el el_alcalde alcalde_de de_la la_ciudad ciudad_de de_cuenca cuenca_el el_ing ing_pedro pedro_palacios palacios_tema tema_100 100_das das_de de_su su_administracin administracin_sguelo sguelo_va va_periscope,alaire_en_el en_el_noticiario el_noticiario_antena noticiario_antena_unodialogamos antena_unodialogamos_con unodialogamos_con_el con_el_alcalde el_alcalde_de alcalde_de_la de_la_ciudad la_ciudad_de ciudad_de_cuenca de_cuenca_el cuenca_el_ing el_ing_pedro ing_pedro_palacios pedro_palacios_tema palacios_tema_100 tema_100_das 100_das_de das_de_su de_su_administracin su_administracin_sguelo administracin_sguelo_va sguelo_va_periscope
2019-08-22 12:19:14,cuenca acompañado de ciudadanos y líderes barriales la autoridad del cantón presentó ayer su trabajo ejecutado con su equipo en los primeros 100 días de funciones al frente del municipio. conoce más detalles,Basin accompanied by citizens and neighborhood leaders the authority of the canton presented yesterday his work executed with his team in the first 100 days of functions at the head of the municipality knows more details,positivo,0.375,Cuenca Ecuador,cuenca_acompaado acompaado_de de_ciudadanos ciudadanos_y y_lderes lderes_barriales barriales_la la_autoridad autoridad_del del_cantn cantn_present present_ayer ayer_su su_trabajo trabajo_ejecutado ejecutado_con con_su su_equipo equipo_en en_los los_primeros primeros_100 100_das das_de de_funciones funciones_al al_frente frente_del del_municipio municipio_conoce conoce_ms ms_detalles,cuenca_acompaado_de acompaado_de_ciudadanos de_ciudadanos_y ciudadanos_y_lderes y_lderes_barriales lderes_barriales_la barriales_la_autoridad la_autoridad_del autoridad_del_cantn del_cantn_present cantn_present_ayer present_ayer_su ayer_su_trabajo su_trabajo_ejecutado trabajo_ejecutado_con ejecutado_con_su con_su_equipo su_equipo_en equipo_en_los en_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_funciones de_funciones_al funciones_al_frente al_frente_del frente_del_municipio del_municipio_conoce municipio_conoce_ms conoce_ms_detalles
2019-08-22 12:11:17,desde las 07h15 de este jueves en el noticiario antena uno dialogamos con el el ing. pedro palacios a cerca de los 100 días de su administración. siguelo en vivo por los 90.5 fm o en nuestras redes sociales.,From 0715 on Thursday in the antenna news one we talked with Mr Pedro Palacios about 100 days after his administration follow him live on 905 fm or on our social networks,positivo,0.08484848484848484,Cuenca Ecuador,desde_las las_07h15 07h15_de de_este este_jueves jueves_en en_el el_noticiario noticiario_antena antena_uno uno_dialogamos dialogamos_con con_el el_el el_ing ing_pedro pedro_palacios palacios_a a_cerca cerca_de de_los los_100 100_das das_de de_su su_administracin administracin_siguelo siguelo_en en_vivo vivo_por por_los los_905 905_fm fm_o o_en en_nuestras nuestras_redes redes_sociales,desde_las_07h15 las_07h15_de 07h15_de_este de_este_jueves este_jueves_en jueves_en_el en_el_noticiario el_noticiario_antena noticiario_antena_uno antena_uno_dialogamos uno_dialogamos_con dialogamos_con_el con_el_el el_el_ing el_ing_pedro ing_pedro_palacios pedro_palacios_a palacios_a_cerca a_cerca_de cerca_de_los de_los_100 los_100_das 100_das_de das_de_su de_su_administracin su_administracin_siguelo administracin_siguelo_en siguelo_en_vivo en_vivo_por vivo_por_los por_los_905 los_905_fm 905_fm_o fm_o_en o_en_nuestras en_nuestras_redes nuestras_redes_sociales
2019-08-22 10:00:16,alcalde pedro palacios dio informe de 100 días cuenca mercurioec detalles&gt;&gt;,Mayor Pedro Palacios gave a report of 100 days of the Mercurioec Basin detailsgtgt,neutral,0.0,Cuenca  Ecuador,alcalde_pedro pedro_palacios palacios_dio dio_informe informe_de de_100 100_das das_cuenca cuenca_mercurioec mercurioec_detallesgtgt,alcalde_pedro_palacios pedro_palacios_dio palacios_dio_informe dio_informe_de informe_de_100 de_100_das 100_das_cuenca das_cuenca_mercurioec cuenca_mercurioec_detallesgtgt
2019-08-22 09:29:31,he propuesto al alcalde de mi pueblito de buendía una placa conmemorando los 7 buendinses que murieron en mauthausen. mas que en cualquier otro parte de la provincia de cuenca.,I have proposed to the mayor of my town of Buenda a plaque commemorating the 7 buendinses who died in mauthausen more than in any other part of the province of Cuenca,positivo,0.1875,Madrid,he_propuesto propuesto_al al_alcalde alcalde_de de_mi mi_pueblito pueblito_de de_buenda buenda_una una_placa placa_conmemorando conmemorando_los los_7 7_buendinses buendinses_que que_murieron murieron_en en_mauthausen mauthausen_mas mas_que que_en en_cualquier cualquier_otro otro_parte parte_de de_la la_provincia provincia_de de_cuenca,he_propuesto_al propuesto_al_alcalde al_alcalde_de alcalde_de_mi de_mi_pueblito mi_pueblito_de pueblito_de_buenda de_buenda_una buenda_una_placa una_placa_conmemorando placa_conmemorando_los conmemorando_los_7 los_7_buendinses 7_buendinses_que buendinses_que_murieron que_murieron_en murieron_en_mauthausen en_mauthausen_mas mauthausen_mas_que mas_que_en que_en_cualquier en_cualquier_otro cualquier_otro_parte otro_parte_de parte_de_la de_la_provincia la_provincia_de provincia_de_cuenca
2019-08-22 04:42:23,a propósito de los primeros 100 días de administración de como alcalde de cuenca y como prefecto del azuay este artículo de revistabareque entrega un análisis general pero no común.,With regard to the first 100 days of administration as mayor of Cuenca and as prefect of Azuay this article of magazine Bareque delivers a general analysis but not common,positivo,0.15000000000000002,CuencaEcuador,a_propsito propsito_de de_los los_primeros primeros_100 100_das das_de de_administracin administracin_de de_como como_alcalde alcalde_de de_cuenca cuenca_y y_como como_prefecto prefecto_del del_azuay azuay_este este_artculo artculo_de de_revistabareque revistabareque_entrega entrega_un un_anlisis anlisis_general general_pero pero_no no_comn,a_propsito_de propsito_de_los de_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_administracin de_administracin_de administracin_de_como de_como_alcalde como_alcalde_de alcalde_de_cuenca de_cuenca_y cuenca_y_como y_como_prefecto como_prefecto_del prefecto_del_azuay del_azuay_este azuay_este_artculo este_artculo_de artculo_de_revistabareque de_revistabareque_entrega revistabareque_entrega_un entrega_un_anlisis un_anlisis_general anlisis_general_pero general_pero_no pero_no_comn
2019-08-22 03:24:33,un alcalde que vela por cada uno de sus ciudadanos y lo que necesitan esta creciendo 100dias100realidades100sobre100,a mayor who watches over each one of his citizens and what they need is growing 100days100realities100over100,neutral,0.0,,un_alcalde alcalde_que que_vela vela_por por_cada cada_uno uno_de de_sus sus_ciudadanos ciudadanos_y y_lo lo_que que_necesitan necesitan_esta esta_creciendo creciendo_100dias100realidades100sobre100,un_alcalde_que alcalde_que_vela que_vela_por vela_por_cada por_cada_uno cada_uno_de uno_de_sus de_sus_ciudadanos sus_ciudadanos_y ciudadanos_y_lo y_lo_que lo_que_necesitan que_necesitan_esta necesitan_esta_creciendo esta_creciendo_100dias100realidades100sobre100
2019-08-22 03:23:17,les invitamos a ver la entrevista en vivo del 100sobre100 100dias100realidades,we invite you to watch the live interview of 100 over 100 100 days 100 realities,positivo,0.13636363636363635,CuencaEcuador,les_invitamos invitamos_a a_ver ver_la la_entrevista entrevista_en en_vivo vivo_del del_100sobre100 100sobre100_100dias100realidades,les_invitamos_a invitamos_a_ver a_ver_la ver_la_entrevista la_entrevista_en entrevista_en_vivo en_vivo_del vivo_del_100sobre100 del_100sobre100_100dias100realidades
2019-08-22 02:58:32,el  pedro palacios en su informe a la ciudad sobre sus 100 días de gestión. 100sobre100 cuencaunida,Pedro Palacios in his report to the city on his 100 days of management 100 over 100 Cuenca,neutral,0.0,Cuenca Ecuador,el_pedro pedro_palacios palacios_en en_su su_informe informe_a a_la la_ciudad ciudad_sobre sobre_sus sus_100 100_das das_de de_gestin gestin_100sobre100 100sobre100_cuencaunida,el_pedro_palacios pedro_palacios_en palacios_en_su en_su_informe su_informe_a informe_a_la a_la_ciudad la_ciudad_sobre ciudad_sobre_sus sobre_sus_100 sus_100_das 100_das_de das_de_gestin de_gestin_100sobre100 gestin_100sobre100_cuencaunida
2019-08-22 02:57:44,cuenca: el alcalde en un análisis de sus 100 primeros días de gestión. en vivo por la señal de ciudad 101.7 fm.,the mayor basins in an analysis of his first 100 days of live management by the city seal 1017 fm,positivo,0.19318181818181818,Cuenca Ecuador,cuenca_el el_alcalde alcalde_en en_un un_anlisis anlisis_de de_sus sus_100 100_primeros primeros_das das_de de_gestin gestin_en en_vivo vivo_por por_la la_seal seal_de de_ciudad ciudad_1017 1017_fm,cuenca_el_alcalde el_alcalde_en alcalde_en_un en_un_anlisis un_anlisis_de anlisis_de_sus de_sus_100 sus_100_primeros 100_primeros_das primeros_das_de das_de_gestin de_gestin_en gestin_en_vivo en_vivo_por vivo_por_la por_la_seal la_seal_de seal_de_ciudad de_ciudad_1017 ciudad_1017_fm
2019-08-22 02:51:56,periodistas reconocidos de cuenca entre ellos entrevistan al  sobre los primeros 100 días de su gestión. 100sobre100,recognized journalists from the basin among them interview the envelope of the first 100 days of their management 100 over 100,positivo,0.25,Cuenca Ecuador,periodistas_reconocidos reconocidos_de de_cuenca cuenca_entre entre_ellos ellos_entrevistan entrevistan_al al_sobre sobre_los los_primeros primeros_100 100_das das_de de_su su_gestin gestin_100sobre100,periodistas_reconocidos_de reconocidos_de_cuenca de_cuenca_entre cuenca_entre_ellos entre_ellos_entrevistan ellos_entrevistan_al entrevistan_al_sobre al_sobre_los sobre_los_primeros los_primeros_100 primeros_100_das 100_das_de das_de_su de_su_gestin su_gestin_100sobre100
2019-08-22 02:19:23,se pronuncia sobre las gestiones que se a realizado para optimizar el trabajo de la guardia ciudadana,It pronounces on the efforts that have been made to optimize the work of the citizen guard,neutral,0.0,,se_pronuncia pronuncia_sobre sobre_las las_gestiones gestiones_que que_se se_a a_realizado realizado_para para_optimizar optimizar_el el_trabajo trabajo_de de_la la_guardia guardia_ciudadana,se_pronuncia_sobre pronuncia_sobre_las sobre_las_gestiones las_gestiones_que gestiones_que_se que_se_a se_a_realizado a_realizado_para realizado_para_optimizar para_optimizar_el optimizar_el_trabajo el_trabajo_de trabajo_de_la de_la_guardia la_guardia_ciudadana
2019-08-22 02:13:47,siga en vivo la entrevista a alcalde de cuenca 100sobre100 100días100realidades,follow live the interview to mayor of Cuenca 100 over 100 100 100 realities,positivo,0.13636363636363635,Cuenca Ecuador,siga_en en_vivo vivo_la la_entrevista entrevista_a a_alcalde alcalde_de de_cuenca cuenca_100sobre100 100sobre100_100das100realidades,siga_en_vivo en_vivo_la vivo_la_entrevista la_entrevista_a entrevista_a_alcalde a_alcalde_de alcalde_de_cuenca de_cuenca_100sobre100 cuenca_100sobre100_100das100realidades
2019-08-22 02:13:00,siga en vivo la entrevista a alcalde de cuenca 100sobre100 100días100realidades,follow live the interview to mayor of Cuenca 100 over 100 100 100 realities,positivo,0.13636363636363635,Cuenca Ecuador,siga_en en_vivo vivo_la la_entrevista entrevista_a a_alcalde alcalde_de de_cuenca cuenca_100sobre100 100sobre100_100das100realidades,siga_en_vivo en_vivo_la vivo_la_entrevista la_entrevista_a entrevista_a_alcalde a_alcalde_de alcalde_de_cuenca de_cuenca_100sobre100 cuenca_100sobre100_100das100realidades
2019-08-22 02:04:23,iniciamos el diálogo con el alcalde cuenca análisis de los 100 días de labores al frente del,We began the dialogue with the mayor Cuenca analysis of the 100 days of work in front of the,neutral,0.0,,iniciamos_el el_dilogo dilogo_con con_el el_alcalde alcalde_cuenca cuenca_anlisis anlisis_de de_los los_100 100_das das_de de_labores labores_al al_frente frente_del,iniciamos_el_dilogo el_dilogo_con dilogo_con_el con_el_alcalde el_alcalde_cuenca alcalde_cuenca_anlisis cuenca_anlisis_de anlisis_de_los de_los_100 los_100_das 100_das_de das_de_labores de_labores_al labores_al_frente al_frente_del
2019-08-22 01:36:04,acompañamos a  a la asamblea ciudadana que se desarrolla en la "ciudadela kennedy" donde se conocen los requerimientos planteados por los moradores del sector.,We accompany the citizen assembly that takes place in the Kennedy Citadel where the requirements raised by the residents of the sector are known,neutral,0.0,Cuenca Ecuador,acompaamos_a a_a a_la la_asamblea asamblea_ciudadana ciudadana_que que_se se_desarrolla desarrolla_en en_la la_ciudadela ciudadela_kennedy kennedy_donde donde_se se_conocen conocen_los los_requerimientos requerimientos_planteados planteados_por por_los los_moradores moradores_del del_sector,acompaamos_a_a a_a_la a_la_asamblea la_asamblea_ciudadana asamblea_ciudadana_que ciudadana_que_se que_se_desarrolla se_desarrolla_en desarrolla_en_la en_la_ciudadela la_ciudadela_kennedy ciudadela_kennedy_donde kennedy_donde_se donde_se_conocen se_conocen_los conocen_los_requerimientos los_requerimientos_planteados requerimientos_planteados_por planteados_por_los por_los_moradores los_moradores_del moradores_del_sector
2019-08-22 01:34:06,informe 100díasdegestión 📌alcalde  esfuércese en hacer lo que usted quiera en lugar de lo que los demás piensan que tiene que hacer. apoyo incondicional,100dadegestin mayor report strive to do what you want instead of what others think you have to do unconditional support,neutral,0.0,,informe_100dasdegestin 100dasdegestin_alcalde alcalde_esfurcese esfurcese_en en_hacer hacer_lo lo_que que_usted usted_quiera quiera_en en_lugar lugar_de de_lo lo_que que_los los_dems dems_piensan piensan_que que_tiene tiene_que que_hacer hacer_apoyo apoyo_incondicional,informe_100dasdegestin_alcalde 100dasdegestin_alcalde_esfurcese alcalde_esfurcese_en esfurcese_en_hacer en_hacer_lo hacer_lo_que lo_que_usted que_usted_quiera usted_quiera_en quiera_en_lugar en_lugar_de lugar_de_lo de_lo_que lo_que_los que_los_dems los_dems_piensan dems_piensan_que piensan_que_tiene que_tiene_que tiene_que_hacer que_hacer_apoyo hacer_apoyo_incondicional
